X_coord,y_coord
-10.0,-21.100552558720228
-9.9,-19.844198217246653
-9.8,-18.31282184137315
-9.7,-18.685025447161546
-9.6,-16.152035949522745
-9.5,-15.085130120555162
-9.4,-13.147238935649472
-9.3,-12.109142525663305
-9.2,-12.382166956746632
-9.1,-10.927926760753916
-9.0,-11.191551696238866
-8.9,-9.906818737322109
-8.8,-8.025032245837727
-8.7,-7.573255818694655
-8.6,-5.98879355525438
-8.5,-5.055219309987203
-8.4,-3.7352014985093644
-8.3,-3.0993816870797923
-8.2,-1.3862259743224727
-8.1,-1.3096060186788943
-8.0,-2.2009182356900454
-7.9,0.2253779518015211
-7.8,-0.3767985433447736
-7.699999999999999,-0.5075923743848882
-7.6,0.8831754287256257
-7.5,0.7062484448553986
-7.4,0.15793011754201225
-7.3,3.332935372366009
-7.199999999999999,3.15395530738714
-7.1,3.715461889714539
-7.0,3.900362520885997
-6.9,2.4242864141920837
-6.8,6.834793096935734
-6.699999999999999,5.308145802716545
-6.6,6.898918079745004
-6.5,5.913010931599045
-6.4,5.916455645471488
-6.3,6.5056109113783265
-6.199999999999999,5.55566467250222
-6.1,7.447971643335077
-6.0,6.925125067250427
-5.8999999999999995,6.925340980699197
-5.8,8.305855191739575
-5.7,8.239269543358287
-5.6,8.11665592419979
-5.5,7.822970495139109
-5.3999999999999995,9.13820445782853
-5.3,7.985369534127103
-5.199999999999999,8.845728930054635
-5.1,6.75174277131713
-5.0,9.65124818120291
-4.8999999999999995,9.513611289445445
-4.8,9.300677512926779
-4.699999999999999,10.107961444414409
-4.6,9.460246701813096
-4.5,10.15067621931528
-4.3999999999999995,9.200769720529337
-4.3,5.613714303733556
-4.199999999999999,8.972645513785181
-4.1,9.800483398184074
-4.0,9.267905013198323
-3.8999999999999995,9.4564900949083
-3.8,7.222337841150759
-3.6999999999999993,8.638055811588277
-3.5999999999999996,8.663357853889718
-3.5,7.951331911632088
-3.3999999999999995,8.672858885779364
-3.3,9.98687498898258
-3.1999999999999993,8.517451781658707
-3.0999999999999996,6.829259049964204
-3.0,7.890456929775707
-2.8999999999999995,6.5604015465044725
-2.8,6.7002963208553545
-2.6999999999999993,7.346179286302002
-2.5999999999999996,7.750390949068927
-2.5,5.646930185717245
-2.3999999999999995,4.682812705812707
-2.3,4.748769580162677
-2.1999999999999993,7.426257338344137
-2.0999999999999996,5.142964397502924
-2.0,6.561078091984541
-1.9000000000000004,4.128846869968429
-1.799999999999999,5.187414634901298
-1.6999999999999993,3.3341061220264594
-1.5999999999999996,4.890062652229628
-1.5,4.7673137434446495
-1.4000000000000004,4.651725907666319
-1.299999999999999,4.515154938912771
-1.1999999999999993,4.2658510048308855
-1.0999999999999996,2.686561586622928
-1.0,3.135668080205632
-0.9000000000000004,1.9682131652127983
-0.7999999999999989,3.0290394029066934
-0.6999999999999993,1.3698721936504215
-0.5999999999999996,1.6069687288194674
-0.5,1.0044799502033457
-0.3999999999999986,2.4707522474771615
-0.29999999999999893,-0.10948546009786786
-0.1999999999999993,-0.9907587442920021
-0.09999999999999964,0.09978100718123517
0.0,-0.3677151851944082
0.10000000000000142,0.08250160966628534
0.20000000000000107,-1.8469498825641815
0.3000000000000007,-1.1096440322618053
0.40000000000000036,-0.5154690523744071
0.5,-3.6751035882006176
0.6000000000000014,-1.9089254512979594
0.7000000000000011,-2.8686173338018777
0.8000000000000007,-4.024568501708091
0.9000000000000004,-2.173938895202707
1.0,-2.428552330751792
1.1000000000000014,-1.616822689687564
1.200000000000001,-3.5733378666347466
1.3000000000000007,-4.168767665694249
1.4000000000000004,-5.109993951970531
1.5,-3.9162902069816283
1.6000000000000014,-5.673561588434488
1.700000000000001,-4.235317925124609
1.8000000000000007,-5.601520271177719
1.9000000000000004,-5.4533066983346705
2.0,-5.986683818964044
2.1000000000000014,-5.185661560456524
2.200000000000001,-4.736129401976305
2.3000000000000007,-3.735087190568111
2.4000000000000004,-6.150521308294811
2.5,-5.164783323651002
2.6000000000000014,-6.386227403359083
2.700000000000001,-7.253193171047285
2.8000000000000007,-8.565217337713975
2.9000000000000004,-8.76820783756972
3.0,-8.205414540597562
3.1000000000000014,-8.33085127720671
3.200000000000001,-7.1345960960479475
3.3000000000000007,-8.089262802350222
3.4000000000000004,-8.409478683819707
3.5,-7.971490660491996
3.6000000000000014,-8.908202660384429
3.700000000000001,-7.945444460807921
3.8000000000000007,-9.00052692754212
3.9000000000000004,-9.762807995523696
4.0,-9.031378350132373
4.100000000000001,-6.889563110621394
4.200000000000001,-9.064479494080272
4.300000000000001,-10.10922464098744
4.4,-10.538889514344193
4.5,-8.176405064180218
4.600000000000001,-7.523043941025771
4.700000000000001,-7.815771721287552
4.800000000000001,-9.67309795121078
4.9,-9.231030084946434
5.0,-9.452786461862974
5.100000000000001,-10.077945100549654
5.200000000000001,-9.344116591425893
5.300000000000001,-8.422528442290751
5.4,-8.13662952014197
5.5,-9.61909957427498
5.600000000000001,-7.8623215811847595
5.700000000000001,-7.7986889641194805
5.800000000000001,-7.060191851121391
5.9,-5.228496055806126
6.0,-8.136171395193712
6.100000000000001,-6.964997227407551
6.199999999999999,-6.408026472869115
6.300000000000001,-7.664989112178306
6.400000000000002,-5.871589390523637
6.5,-6.2360230092760975
6.600000000000001,-6.753885859947781
6.699999999999999,-6.335318575534295
6.800000000000001,-4.376436180565087
6.900000000000002,-4.639878092624329
7.0,-3.0745633593768025
7.100000000000001,-4.87225248058752
7.199999999999999,-2.9194917863978387
7.300000000000001,-2.4300703308309597
7.400000000000002,-2.704812168125702
7.5,-0.14486832585794018
7.600000000000001,-2.1679988371433296
7.699999999999999,-0.010323939435292306
7.800000000000001,-1.2896967655180887
7.900000000000002,0.28258495043751153
8.0,2.011054956785814
